coding,jobid
400:422,18328900
0,18502017
0:0:0:0:0:0:103:0:32:0:0:0:0:0:0:0:0:0:0:0:32:0:0:0:0:0:0:0:0:0:0:0:0:32:0:0:0:0:0:0:0:0:0:0:0:32,18344104
0,17866625
72:64:32:36:64:500:230:192:192:192:192:192:192:192:192:192:192:192:192:192:192:192:192:192:192:192,18486524
0:7,18093310
0,18307045
262,18244221
0,18087652
310:304:262:0:0,18715392
0:0,18085518
0,18725560
0,18210569
0,18838190
0,18283023
0:6,18668928
0,18311214
0:0,18896767
0,18688211
0,18224530
0:0:0,18182474
0:0:0:0:0:0:0:0:0:0:0:198:70,17602038
0,18582992
0:0,17879880
0,18207516
160,17942456
0,17834108
407:407:471:279:401,18191654
384:384:384:384:384:422:384,17871743
230:324:128:287:280:272:278:256:256:256:256:256:256:256:256:256:256:256:256,18650426
166:166:0:166:166:6:14,17964273
40:0,18277344
32,17609652
471:407:375:64:324:4:39:1:1,18529850
40:0:0:0:502:256:256:256:256,17947667
0:8,18812385
503:128,18398850
511,18539421
0,18422838
257:511:1:1:1,18409000
498,18872336
0,18525540
503,18242027
0:0,18702160
447:447,18261915
0,18536167
0:374:336:336:336,18734750
0,18330009
0,18404357
374,18626352
0,18491716
32,17826761
0,17907217
3:2:2:2:2:6,18519094
0,18097101
0,18081229
40,18295919
0,17893834
0:0,17603630
6:0,18852573
0,18544111
0:0:0,18558260
239,18670095
32,18141917
0:0,18704186
340:510:272,18668529
0,17958226
0,18650109
0,18555110
400:404,18745519
511,18188530
384:238:39:439:305:309:503,18713302
6:0,18747371
0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18232792
6:406:406:407:228,18720479
0,18811735
6:0,18058516
0,17898222
0,18574757
128,18542364
0,17954487
0,17906926
191:191:63,18521986
0:0:36:0:0,18265184
0:0,18810338
0:0:0:6,17933927
32,18306312
14:2:3,18522804
0,18097246
0:0:0:0,18793893
6:0:0:0:0:0,18639303
8:0:0,18438388
0,18314148
496:496:432,18874983
0,18422429
0,18631264
64,17928705
376,18604400
0,18225761
281:281:287:273,18001282
0:32:0:0:0:0:7:1:1,18285642
0:8:8:0:319:432:432:432:432:432:432:432:0,18476788
6,18130968
112,18258999
400,18094659
511,18056300
0,18733642
511,18375138
0:6,18443852
92,18048820
0,18022629
12:0,18383703
0,18013361
0:44:0:0:1:4:7:1:1:1,18484654
0,18792160
0,18108686
0,18655951
13:1:129,18368533
0,17857844
272:287:191,18408094
0,18763008
0,18537675
0,18205620
447:496:400,18434738
0,18847574
1:33,18048277
0,18393680
0:0,18266664
273,18648374
401,17970029
0,18079175
0,18027315
0:0:0:8,18784131
0:0,18284512
0,18139676
0,18207207
0:0:0:0:0:0:6:0,18896344
129:129,18341933
0,18602368
0,18762575
0,17970826
0:0:0:0:0:31:272:272:272:272:272:272:273,18605487
0:502:0,18302829
0:255:1,18889173
0,18186475
0,18422457
0,18112344
500,18534106
0:0:0:0:0:0:0,17883335
511,18189472
40:0:8:0:0:167:128:128,18713524
0:0:0:0:0:0:6:0:0:0:0:0,18799939
0:0:0:0:0:0:6:0,18895825
0,18699006
32:0:0:0:0,18830432
239:235,18589736
0,18378280
0:6:0:32,18438705
0:0,18845381
120,18288354
135:38:38:32,17874721
272:272:272,18497351
0,18207685
0:0:0:0,18532254
0,18422607
511,17602805
272,18287209
0,17954329
174,18512670
128:134:446:503:14:110:278:272:272:272:272:272:272:272:272:272:272:272:272,18873820
268:38:0:108:0:436:502:0:0:0:0:0:0:0:0:130:0:0:0:0:0:0:0:0:2:128:0:0:0:0:0,18072472
511,17886536
0:0:0:0:0:0:0:0:0,18014094
0:0:0,18672715
0,18195232
134:224:486:102:340:6:0:0:0:0:0:0:0:0,18690117
0,18567904
310,18140168
128,18261327
0:0:0:0,17601891
0:0:0:279:407:471:471:407:401,18234013
0,17946789
0:0,18267500
8,18099443
0:0:0:0:0:0,18504356
8:1,18384193
0:0,17884256
0,17816949
256:256:256:256:256:262:276:256:256:256:256:256:256:256:256:256:256:256:256,18650407
0,18192786
272:272:272:272:272:272:432:432:273:273:272:438:278:272:272:272,18202020
0,18368419
0,17988542
0:0,18177690
0:0:0,17963748
0,17924843
0,18428350
0,18656380
0:0:0,18713514
0,18234635
256,18661601
511,18037523
0,18484207
272:272,18373731
0,18689970
447:503:503,17840725
64,18614199
272:255,18198242
0,17975297
511,18883307
0,18495804
0,18175118
72:38:511:511:7:1:229:511:289:273:413:189:134:128:128:128:128:0:0,18028487
0,18134569
400,18758623
159,18210605
0,18202280
0,18423854
0,17886658
129,18334790
0,18665539
0,17819176
0,18726733
38,18235982
0:0,17919553
336,18761430
0,18073590
102:0:0,17826753
32:32:32,18583932
0:0,18857964
0:256:256:256:256:294:287:24:16:16:16:16:16,18828635
0:0:0,18054450
493:96,18433163
0:0,18468496
342:496:0:374:368,18572482
0:0:0:6:38:294:6:0:0:0:0:0:0:0:0,18897367
356:324:4:1,18790305
0,18234671
37:511:511,18466614
0:0:0:0,18483899
0,18116036
278:272,18394838
134:0,18083806
0,18008882
432,18484074
0:0:0:0,18393218
0,18191394
0,17889873
0,18202483
407:511:510:272,18447936
0,18000888
0:0:0:0,18521638
0:0:0:0:0:0:0:0:0:0,17910434
0:0,18785192
129:7:9,17921334
128:160:128:160,18683549
137:7:0:0:0:0,18200673
63,17974347
0,18523114
0,18208559
0:128,18250042
310:447,18847231
0,18109819
0:0:0:44:38:6:272:272:272:32:31:0,18058402
0:0:0,18559713
502:511:503:511:511,18406436
0,18584738
6:0:0:0:0:0,18607741
0:0:0:0:0:0,18779859
0,18045831
0:0,18344523
0,18389376
0:0:0:132:164:0:230:160:160:160:160:160:160:160,18351729
0,17851279
256:272,18347183
0:0:0:0:0:0:6:0:0:0:0:0:0:0,18323023
46:0:0:0,18198334
0,18871920
294,18866653
8,17979611
1:1:39:1,17925287
255:0,18093647
191,18416251
239,18671462
0,18446097
40,18595531
0,18145465
6:0:0:0:0:0,18348138
0:0:0:0:0:0:0:0,18198525
192:200:192,18689466
8:8:8:0:0:0:0:0:0:0,17993109
2:3,18504624
38:38:38:46:166:438:279:407:503,18486461
0:40:0:8:0:32:175:128:128,18706579
256,18498840
0,18153570
432,18063579
0,18628946
0,17878703
280,18002860
128,18791911
278,17835483
0,17909922
160,18845890
130:130:130:130:130:390:38:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:32:0:0:0:0:0:0:0:0:0:0:0:0:0:32:0:0:32:0:0:0:0:0,18870351
1,18002640
0:0,18006300
400:400:400:400:400:436:406,18761299
0,18765036
0,18622219
471:503,17839968
0,17992581
255,18680430
0,18272574
374:341,18364722
1:1,18113208
0,18096820
0,17847639
272,18400425
0,18797942
0:6:0:0:0:0:16,18386214
32,17816976
1:23,18582639
0,17877009
0,17870943
56:0:32:36,18420637
192:192:192:192:192:192:192:192:192:192:192:454:502:192:192:192:192:192:192:192:192:192:192:192,17864049
511,18847583
510:0,18777502
256:272:272:280,18394242
12:129,18009331
422,18132936
1,18112567
0,18203734
0,18489815
0:0:6:0,18470892
400,17993359
0:0:0:0:0:0:6,18644124
8,18773387
0:160:0:160:0:160:0:160:160:0:160:272:502:0:160:0:160:0:160,18141150
0,18312710
0,18763645
0,18750718
128:128:128:128:128:390:175:128:128,18708159
0,18036060
0,18503518
273,18267486
0,18411728
41:41:270:374:231:431:174:0:0:0:0:0:0:0:0:0:0:0,18827115
272,18418219
260:0:0:0:96:324:279:471:503,18387243
63:7:239,18629933
112:6:0:0:0:0:0:0:0,18017189
409:385,18136634
1:13:9:9:14:0,17878213
278:6:44,18562157
0,18544305
0:0,18195568
0,18183929
160,18670132
256,18140146
1:1:7:54:0:0:0,17970780
511,18166710
0:0:0:0,18726729
7:1:1,18619628
6:0,18068805
0:0,18375106
0:0:0:0:0:0,17860893
0,18592392
32,18415128
0:0,18638814
0,18657623
128:128:128,18731570
0,18079924
0:0:0,18434379
511,18207456
234,18776070
30:0:0:0:0:0:95:256:400:401,18599368
0,18685050
0:0,18529836
64:324,18665424
0,18421183
0,18012810
6:0,18103561
0,17866799
511,17840817
8,18050240
286:256,18601637
0,18420962
0:0,18334621
0,18045049
447:272:272:272,18399859
479:511:511:95,18587000
0,18883804
0,18846561
0,18877299
239:493:129,18362443
0,18312639
0,18652145
239:235,18587962
400:400:406:400:400:404:6:0:0:0:0:0:0:0:0:0,18453621
0,18604906
135:135:131,18800205
128:128:128:128:128:134:318:62,17974974
0,18166998
0,18293006
0,17903263
0,18133304
0,17996879
166:134:138:130,18779160
511:356,18427833
272,18390498
160:160:160:160:160:160:160:160:160:160:164:164:166:160:160:160:160:160:160:160:160:160:160:160:160:160:160:160:160:160:160:160:160:160,17840064
128,18218599
503:407:471:407:279:0,17861827
0,18374526
0:0:0:0:0:0:6,18640663
164:160,18134944
0,18085217
0:0:496:4:14,17963248
0:0,18830635
160,18829982
0:500:6,18655342
0,18412298
7:0,18257564
0:0:0:0,18091324
0:0:0:0:0:0:38:0:0:0:0:0:0:0:0:0:32:0:0:0:0:0:0:0:0:0:0:0:32:0:0:0:0:0:0:0:0:0:0:0:32:0:0:0:0:0,18546800
0,17904643
0:38:318:318:318:511:102:0:0:0:0:0:0,18853114
14:0,18453157
0,17839300
166:0,18067104
256:256:256:256:256:0:500:496:496:496:496:496:496:496,18551929
400:400,18684571
0:0,18139347
0,18612488
162,18392820
438:108:0,18626376
0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18073269
511:185,18415447
511,18420018
368,18819395
128:128,18369262
0:0:0:0:0:0:0:0,18071531
0,18010073
0:0:0:0:0:260:166:0:0,18864285
0,18183427
0:8:0,18504576
0,18298665
0,18316197
406:400,18764887
0,18720792
0,18040126
0,18483173
135:128,18253948
0:0:0:0:0:0:0:0:0:0:0:34:160:128:128:128:128:128:128:0,17609337
511,18611347
0,18361157
0,18223933
400:400:503:400:400:503:400,17828909
0,18256276
0:0:0:0:0:0:0:0,18065766
0,17829064
470:262:1,17608793
261:511:1:1:1,18281830
260:6:260:102:260:134:128:128:128:128:128:0:128:128:128:128:128,18301637
0,18207800
511:191,18088088
129:1:1:135:129:129:129,17826095
0,18868320
0:0:0:0:0:134:6:0:0:0:0:0:0:0:0:128:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18681342
0:0,18667505
0,18854316
0,18216706
256:256:256:400,18629671
128,18145727
0,17902202
0:128,18278372
0:0:0:0:0:0:14,17989849
496:510:0,18642767
0,18223541
504:502:479:432,18350130
0,18004241
511,18125387
0,18133178
46:46:46:46:46,18673949
400:400:400:400:400:287:127:400:400:400:400,18688687
254,18686155
0,18812782
400,18236777
388,17600150
0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18865424
302,18692495
272,18786277
0,18026342
0,18549428
400,17890038
0:0:0:0:0:134:311:32:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:32:0:0:0:0:0:0:0,18402041
406,18799243
0,18651009
0,18775299
502,18820795
0,18687101
0,18088409
511,18780059
0:0,17863765
0,18555391
0:0:0:0:0:0:175:128:128:128,18701432
1:1,18899816
6:0:6:6:6:0,17851686
0:4:0:0:0:0:407:471:503,18430192
0,18766868
1,17833403
0,18215350
0,18330982
32,17834811
32,18799091
0:32,18088909
260:174:0:0:0:0:0:0:0:0:0,17893986
6:6:6:14:0:0:310:256:256:256:256:0:256:256:256:256:256:256:256:256:256:256:256:256:32:256:256:256:256:256:256:256:256:256:256:256:256:32:256:256:256:256:256:256,18743710
272:272:272:272:272:278:286:272:272:272:272:272:272:272:272:272:272,18753209
0,18811508
0,18425118
511,17843234
64,18496082
128:166:0:128,17980160
439,18124984
272:272:272:272:272:400:311:272:400:304:272:272:272:272:272:272:272:272:272:272:272:272:304:272:272:272:272:272:272:272:272:272:272:272:272:272:304:272:272:272:272:272:272:272:272:272,18898254
14:503,18864430
0:0:0:8:0:0:127:432:432:432:432,18433422
438:446:438:446,18873215
32:32:62:32,18596848
0,18218574
0:6,18293389
511,18788424
401,17991498
0,18108273
0:0:0,18882793
160:160:160,18182542
0,18465254
0,18272744
262,18888025
436:16,18307473
160,18803156
0,18808017
0,18290132
239:255:511:511,17600914
471:279:407:401:279:279:407:407:407:401,17982865
128:128:128:128:128:128:128:128:128:128:128:128:38:128,17829673
0:0:0:0:0:0:0:0:0:0:0:388:174:0:0,18231119
6:0:0:0:0:0:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18625668
40:0,18325150
447:447:400:447:447:447:439:447:447:439:447:447:447:400:447:447:400,18259215
305,17815939
129:129:133:511,18064428
0,18526024
336,18729515
0,18249188
0,18285479
0,18086092
383:238,18486683
0,18011419
0,17601428
0,18116403
0:0,18185145
256,18831765
0,18503006
0:0,18166848
0:8:0:8:0:0:2:2:2:2:2:2:2:2:2:2,18523526
0,18893747
171,18125251
0,18042204
0,18229236
142:278,18264266
0:0:0:0:0:134:6:0:0:0:0:4:0:0:0:0:0:0:0:0:0:0,18048311
0,18496245
0,17836261
311:278:278,18795122
0:0:39:1:1:5:406,18730101
0,18785629
400,18261980
257:257:261,17912657
0,18893930
272:286:272:272:272:272:272,18204378
32:0,18403116
511,18611264
8,18038467
0:0:0:0:0:0,18474159
0,18550983
400:415,18430172
0,18309857
1:1:511:257:257,18218886
0:0,18190932
0:108,18575462
0,18668140
0,18595431
160:166:160:160:160,18801429
444:432:432:510:503:511:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:128:128,18471591
1,18215800
0:0:0,17854587
1:1:39:511:257,18060538
0:0:0,18641562
510:1:1,18677291
12:128:135:135:128:135:135,18188201
0,18719229
0,18197433
0:0:406:400,18432439
238:0,18383646
38:32:0,18308752
503:503:6:0,18783479
257:257:511:55:1,17962172
2:2:2:6:0:279:273,18513090
0,17990018
272:272:272:272,18535578
0,17832025
0,18279397
0,18811248
0:0:0:0:0:0:0:0:0:0:0:0:4:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18106967
272,18757206
511:191:239,18423386
6:0:134:128:134:447:6:0:0:0:0:0:0,18831263
0:0,17848675
0:0:0:511:0,18212826
400,18711785
358:324:96:324,18357836
0:0,18592088
128:0:128:0:0,18607437
40:8:0:8:0,18370146
0,17899086
0:0,18396203
0:0:0:0:6:0:0:0:1,17959951
0,18440622
0,18761579
0,18840638
272,18151581
1:1,18143031
0:0:0:0:0:0:160:164:160:164:164:160:164:160:164:160:164:160:164:160:164:160:164:164:160:164:160:164:160:164:160:164:160,18640611
511,18037383
0,18594172
272,18203275
33,18333986
0,17976141
6:0,18864123
0,18475162
0:0:0:0:0:0:0:32:274,17832110
166,18776151
0,17932495
0,17915896
0,18651474
0,18151913
38,18890129
0,18685674
511:511:0,18319111
0,17830830
2:2:2:6:0:0:2:2:2:2:2:2:0:0:0:0:0:0:0:0:0:0,18555712
0,18684417
32,18390183
0,17865822
0:32:0:0:0:132:6:0:128:128:128:128:128:128:128:128:128:128:128:128:0:0,18872857
438:432:432:432,17826862
0,17828688
511:471,17859307
0,18243987
3,18528783
0,18698662
0,18220709
6:0:0:0:0:0,18435436
256:256:256:256:256:406:374:256:256:256:256,18250846
0,18012000
376:336:0,18714586
0:308:438:406:0:0,17899558
256,18723150
8,18173448
511:391:294:511:511:511:6:128:191:272:446:279:174:0:0:0:128,18183744
0:0,18143833
0,18391797
0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18303694
0,18406559
0,17947371
400:406:400:406:400,18345221
0,18130748
0:0:0,17936914
8:0:32,18316715
0,18886344
0,18349978
0,18405158
496:496,17865050
0,17926105
0,18584728
0,18898523
0:12:0:8:0:0:2:2:2:2:2:2:2:2:2:2:2:2:0:2:2:0:2:2:0:2:0:0,18544819
432:439:433,18663491
0,18002057
407:407:471:407:471:401:279:407:407:401,18305791
0,18489099
272:272:272,18528568
2,18546380
6:0:0:0:0:0,18410888
131:131:131:131:131,18271268
369:375:371:503:375:511:497:501:511:503:511,17898416
0,18690195
286:370:351,18547563
189:6:6:6:6:129:310:256:0:256:256:256:256:256:256:256:256:256:256:256:256:0:256:256:256:256:256:256:256:256:256:256:256:0:256:256:256:256:256:256:256:256:256:256,18374235
0,18131172
96,18215208
8,17992376
0,18184288
433:511:511:435:0,18072554
0,18544677
0:108:0,18826028
0,18202649
2:438:2:2:2:2,18513852
0,18501895
0,17903192
0,17942549
131:135:131,18248527
0,18040186
5:135:7:238:0:412:174:0:0:0:0:0:0:0:0:0:0:0,18675609
2:2:2:14:0:0:2:0,18507153
0:0:0,18756859
0,18147016
0,17885282
0:0,17808411
272,18255122
128,18868437
0:32:0:160:278:372:100:375:96:102:96:102:96:96:102:96:102:96:102:96:102:96:102:96:96:102:96:102:96:102:96:102:96:102:96:96:102:96:102:96:102:96,18619352
0,18467064
0,18006584
128,18198696
0,18811978
503:503:511:503:503,18020320
0,18008376
0:0,18009598
0:0:0:0:0,18781468
0,18297025
0:0:0:0,17879918
0,18545357
0,18539250
0,18223990
494:0:0:0:0:6:31:272:272:272:272:272:272:272:272:272:272:272:272:272:272:272,18617057
0,18412504
0,18001020
0,17970156
0,18850236
0,18767514
128,18862423
400:400:400:400:400:436:406,18729871
0:0:0:0:0:40,18111673
511,18091596
0,18790754
135,18177403
110:64:390:47:1:33:38:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18601890
0:0:0:0:432:7:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18885553
0,18193397
0:0:304:370:368:368:368:368:368,17961874
0,17954110
0,18055801
0:0:0:0:0:0:6:0:0:0:0:0:0:0:0:0:0:0:0:6:4:0,18829464
0,18240979
256:256:4:175:128:128:128:128:128,18209731
0,18712273
112,18743014
503,18543471
0,18579728
0,18896235
0:0:0:0:0:0:4:0:0:0:0:0:0:0:0:0:0,18828581
32,18543575
0:0:0:0:0:32,17914693
272,17941778
0,18140962
0,18093014
368,18717233
0:0,18679195
32,18765063
496:167,18192742
0:0:0,17819616
0:0:0:0,18361670
280,17892421
23:1:1,18599136
0,18604951
256:256:262:256,18812760
368,18239904
38:167,18278755
0,18703966
511:142:142:142:142:142:415:511:408:408:408:414:439:433:433:433,18064418
406:400:406:400,18860621
0:0:0:0:0:0:0:160:160:160:160:160:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18075536
400:400:400:401:400,17997846
0,18214422
0,18527101
0,18743020
2:110:324,18547550
0,17906321
0,18764092
32:32,17844863
0:0:0,18636968
272:318:272:280:272:278:286:272:272:272:272:272:272:272:272:272:272,18663361
0,18854621
400:438:400:438:400:438:22,18782733
0,18195234
511,18700492
0,18267026
135:128,18253888
4:6:0:0:0,17859739
0,18768596
257:257:39:257:257:257,18741136
0,18854166
171,17606385
0:0:0:0:0:0:6:0,18891509
0:0:0:0:0:0:175:128:128,18720078
0,18774473
161,17944773
0,18201017
48:48:48:48,18869206
280,18050120
0:0,17940577
256,17974745
0:0:142:0,18472218
0,18398968
4:128,18182783
8:0:0:8:0:12:502:384:384:384:384:384:385,18806964
0,17831087
8,18762038
0:0:0:0:0:164:6:0:0:0:0:0:0:0:0:0:0:0,18354391
511:436:406:0:0,18072894
503,17905882
8:0:0,18718328
497:6:0:0:6:294:63:304:272:272:272:272:272:272:272,18843870
132:128,18176592
0:0:0:0:0:0:4:0:0:0:0:0:0:0:0:0,18297279
0,18749094
0,18604576
0:0:0,17897469
0,18500575
0:0,18816405
0,18567446
0:238:0:510:96:388:511:400:400:400:400,18749829
0,18375457
0,18466343
160,18374980
0,18346772
0,18053700
128,18652234
511,18318219
0,18742251
0:0:0:0,18281982
502:0:0:0:0:0:0:0:0:130:0:0:0:0:0:0:0:2:128:0:0:0:0:0,18517493
0:0,18255976
384:384:384:478:0:0:32:384:384:384:384:384:384,18250684
313,18766763
0:0,18325105
0:0:8:38,18601518
0:0:0,18642718
0:0:0:511:511:255:286:272:272,18455062
511,18215466
0,18139775
0:1:0:132,18385083
0,18871473
135:128,18176668
400:503:400,18601516
0,18256271
24,18007079
0:0:0:0,18862268
64,18499973
0:0,17836237
446,18783982
0:0:0:0:0:0:0:0,18185490
0,17949100
0,18850860
0,18609923
0,18718423
135:15:1,17877384
0,18177589
368,18737511
0:0:0:0,18032144
511:511:501,18601669
0,18711644
0,18567255
137:135:0:8:0:0:0,17947967
257:257,18039793
6:0:0:0:0,18760275
231:96,18329018
6:6:0:6:6:0:310:256:256:256:256:256:256:256:256:256:32:256:256:256:256:256:256:256:256:256:256:256:0:256:256:256:256:256:256:256:256:256:256:256:256:32:256:256,18843634
0,18741548
0:0,18510096
511,17885970
131:131:134:131,18214608
0,18164322
256,17973966
0,18057923
0:0,18549023
0:0:0:0:0:7:255:0:0:0:0:0:0,18885153
384:384:390:484:416:486:416:416:390:510:416:422:319:272:272:272:272:272:272:272:272,17832536
0:32:0:0,18505503
0:8:6:6:0:0,18696189
0,17893169
2:446:2,18506960
102:64:64,18371113
0,18761562
0,17970824
0,18595624
0,18880666
256:256:256:256:256:256:278:256:256:256:256:256:256:256:256:256:256:256:256,18594187
0:0:0:0:0:6:132:128:128:128:128:128:128:128:128:128:128,18638241
0,18020844
167:167:167:167:167:167:167:167:167:167:167:167:167:167,18728217
0:0:0:0:0:164:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18708019
0:0:0:0:0:167:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128,18745248
0,17990798
6,18155044
0,18334723
0,18221961
401:447,18491555
0,17823218
160,18764111
0:0,18268605
447:511:272:8:175:239:167:129:129:129:129:129:129:129,18355397
1,17602753
0:0,18887788
161:161,18514741
0:4:0:0,18770635
1:1:1:39:511:255:7:0,18280781
1:447:511:166:0:255:7:1:1:1,18289127
0,17854427
0,18760780
0,17840348
96:32,17600898
0,18475205
0,17897760
0,17882549
502:46:0:0,18818842
128:129:143:128:128:128:128,17849569
0,17897795
0,18411632
0,18234925
6,18485677
0,18572569
0:0:0:0:0:8:14:78:0:0:0,17602136
2:0:2:0,18526963
439:407:407:511:415:439:511:511:439:439:439:503:278:272:272:272,18176041
